Unnamed: 0,ID,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction
13285,104607,Female,Loyal Customer,66,Personal Travel,Eco,369,,3,1,1,1,2,2,2,1,2,4,2,3,2,145,164,Neutral or Dissatisfied
24057,83903,Male,Loyal Customer,60,Personal Travel,Eco,1678,4,3,4,4,1,4,1,1,2,2,4,2,3,1,15,0,Satisfied
76688,80352,Female,Loyal Customer,,Business Travel,Business,368,5,5,5,5,4,5,5,5,5,5,5,3,5,4,2,1,Satisfied
57581,86210,Male,Loyal Customer,51,Business Travel,Business,2042,2,2,2,2,4,5,4,4,4,4,4,4,4,4,8,0,Satisfied
45978,3262,Female,Loyal Customer,47,Business Travel,Business,419,2,2,2,2,5,4,,5,5,5,5,5,5,5,9,0,Satisfied
100944,359,Male,Loyal Customer,55,Business Travel,Business,3431,0,4,0,5,3,5,4,5,5,5,5,4,5,4,0,0,Satisfied
90888,71259,Female,Loyal Customer,36,Personal Travel,Eco,733,5,3,5,2,5,5,5,5,5,3,5,4,5,5,0,0,Satisfied
16056,24369,Female,Loyal Customer,27,Business Travel,Business,669,1,1,1,1,4,4,4,4,3,2,2,3,4,4,5,0,Satisfied
92292,6189,Male,Loyal Customer,13,Personal Travel,Eco,475,0,3,0,1,2,0,2,2,2,1,3,5,1,2,0,0,Satisfied
68547,94796,Female,Loyal Customer,31,Business Travel,Business,3916,4,4,4,4,5,5,5,5,4,5,5,5,4,5,0,0,Satisfied
25565,48268,Female,Disloyal Customer,45,Business Travel,Eco Plus,414,3,3,3,2,1,3,1,1,4,5,5,4,5,1,0,0,Satisfied
50114,11133,Female,Loyal Customer,9,Personal Travel,Eco,74,5,4,5,2,3,5,4,3,3,2,5,5,5,3,0,0,Satisfied
38890,63832,Male,Disloyal Customer,22,Business Travel,Business,1172,4,5,4,5,1,4,1,1,5,3,5,3,5,1,0,16,Satisfied
81130,37872,Male,Loyal Customer,18,Business Travel,Business,3456,2,2,2,2,4,4,4,4,4,2,1,3,3,4,0,0,Satisfied
57440,8355,Female,Loyal Customer,39,Business Travel,Business,3254,5,5,5,5,3,4,4,4,4,4,4,5,4,3,0,0,Satisfied
69868,68964,Female,Loyal Customer,60,Business Travel,Business,3407,5,3,5,5,3,4,5,5,5,5,5,4,5,5,0,0,Satisfied
91531,19060,Male,Loyal Customer,27,Business Travel,Eco,569,5,5,3,3,5,5,5,5,2,3,4,5,1,5,0,50,Satisfied
92059,20248,Female,Loyal Customer,31,Business Travel,Business,1711,3,3,3,3,5,5,5,5,1,1,3,4,2,5,5,16,Satisfied
39127,117440,Female,Loyal Customer,36,Business Travel,Business,1107,2,2,2,2,5,5,5,4,4,4,4,4,4,5,9,16,Satisfied
39800,79003,Male,Loyal Customer,51,Business Travel,Business,3917,0,0,0,3,3,5,4,2,2,2,2,4,2,3,9,6,Satisfied
88171,65768,Female,Disloyal Customer,46,Business Travel,Business,1061,,3,3,3,5,3,5,5,3,2,4,3,4,5,0,5,Satisfied
11715,25128,Male,Loyal Customer,34,Business Travel,Business,3860,5,5,5,5,1,4,1,2,2,2,2,2,2,1,0,6,Satisfied
87073,44217,Male,Loyal Customer,,Business Travel,Business,2708,,2,2,2,1,3,1,4,4,3,4,3,4,2,4,14,Satisfied
51402,56421,Male,Disloyal Customer,22,Business Travel,Business,719,5,0,5,1,2,5,2,2,5,2,4,5,4,2,12,3,Satisfied
80580,49697,Male,Loyal Customer,36,Business Travel,Eco,373,5,2,2,2,5,5,5,5,4,2,1,5,2,5,0,0,Satisfied
100410,101746,Male,Loyal Customer,31,Business Travel,Business,1590,1,1,1,1,4,4,4,4,5,3,4,4,4,4,0,0,Satisfied
32869,6393,Male,Loyal Customer,67,Business Travel,Eco,240,4,1,1,1,4,4,4,4,1,2,4,2,3,4,0,2,Neutral or Dissatisfied
65666,126186,Female,Loyal Customer,45,Business Travel,Business,2767,4,2,4,4,2,5,4,5,5,5,5,4,5,5,1,2,Satisfied
55186,13483,Male,Loyal Customer,41,Business Travel,Business,3655,2,2,2,2,3,5,4,4,4,4,4,3,4,3,0,0,Satisfied
81727,42294,Male,Loyal Customer,,Business Travel,Eco,150,4,3,3,3,4,4,4,4,2,3,4,5,2,4,0,5,Satisfied
76547,84599,Female,Disloyal Customer,24,Business Travel,Business,669,4,0,3,3,3,3,4,3,4,2,4,4,5,3,0,1,Satisfied
77265,1793,Male,Loyal Customer,53,Business Travel,Business,2961,1,1,2,1,2,4,5,2,2,2,2,3,2,3,0,4,Satisfied
33192,124274,Male,Loyal Customer,35,Business Travel,Business,3604,2,2,2,2,5,4,4,4,4,4,4,3,4,5,0,0,Satisfied
30497,77964,Female,Loyal Customer,44,Business Travel,Business,1914,1,1,1,1,4,4,4,4,4,4,4,4,4,5,0,4,Satisfied
81003,125866,Female,Loyal Customer,45,Business Travel,Business,3324,5,1,5,5,5,4,4,4,4,4,4,5,4,4,0,0,Satisfied
73586,12249,Male,Loyal Customer,53,Business Travel,Business,2763,4,4,4,4,2,5,2,5,5,4,5,3,5,3,0,0,Satisfied
19532,28632,Female,Loyal Customer,25,Business Travel,Business,2614,3,3,3,3,4,4,4,4,4,3,5,3,2,4,0,0,Satisfied
26809,73602,Male,Loyal Customer,49,Business Travel,Business,204,4,4,4,4,2,4,,3,3,4,4,3,3,3,0,0,Satisfied
42842,51819,Male,Loyal Customer,32,Business Travel,Eco Plus,370,4,5,5,5,4,4,4,4,4,1,3,1,4,4,0,0,Satisfied
81002,111844,Female,Loyal Customer,32,Business Travel,Business,2196,3,3,3,3,5,5,5,5,5,2,5,5,5,5,0,0,Satisfied
11643,14777,Male,Loyal Customer,31,Business Travel,Business,3521,2,2,2,2,4,4,4,4,5,3,3,3,1,4,111,118,Satisfied
3674,58385,Male,Loyal Customer,51,Business Travel,Business,1833,1,1,3,1,3,4,,4,4,4,4,5,4,5,2,0,Satisfied
82909,55058,Female,Loyal Customer,49,Business Travel,Business,1609,4,4,4,4,2,4,5,2,2,2,2,5,2,5,7,0,Satisfied
12500,101863,Male,Loyal Customer,33,Business Travel,Business,1747,2,2,2,2,4,4,4,4,3,3,4,3,5,4,17,0,Satisfied
47269,94751,Female,Loyal Customer,52,Business Travel,Eco,239,2,4,4,4,2,3,3,2,2,2,2,1,2,1,14,12,Neutral or Dissatisfied
24206,122501,Male,Loyal Customer,59,Business Travel,Business,930,3,3,4,3,2,5,4,4,4,4,4,5,4,4,0,0,Satisfied
21286,24535,Female,Loyal Customer,55,Business Travel,Business,2348,5,5,3,5,5,4,4,4,4,4,4,4,4,5,0,0,Satisfied
99501,114193,Female,Loyal Customer,41,Business Travel,Business,1887,5,5,5,5,2,4,5,4,4,4,4,4,4,4,119,101,Satisfied
98944,697,Male,Loyal Customer,43,Business Travel,Business,3908,4,4,4,4,3,5,5,5,5,5,5,5,5,3,11,7,Satisfied
83578,6172,Male,Loyal Customer,33,Personal Travel,Eco,491,0,4,0,2,3,0,3,3,2,2,1,5,5,3,3,10,Satisfied
25256,63727,Male,Disloyal Customer,,Business Travel,Eco,160,5,0,5,2,3,5,3,3,2,4,1,4,4,3,11,0,Satisfied
4412,52777,Male,Loyal Customer,33,Business Travel,Business,1874,4,4,3,4,2,3,2,2,5,3,4,3,5,2,25,15,Satisfied
102383,129067,Male,Disloyal Customer,27,Business Travel,Business,346,0,0,0,4,1,0,1,1,1,3,5,2,4,1,0,4,Satisfied
44249,128582,Male,Loyal Customer,57,Business Travel,Business,2552,3,3,3,3,,5,5,5,5,5,5,5,5,4,0,0,Satisfied
51672,61369,Female,Loyal Customer,51,Business Travel,Business,679,1,1,1,1,3,4,4,5,5,5,5,3,5,4,0,0,Satisfied
34167,122897,Male,Loyal Customer,48,Business Travel,Business,590,2,2,2,2,5,4,5,5,5,5,5,4,5,3,61,53,Satisfied
37542,28611,Female,Loyal Customer,27,Business Travel,Business,2355,4,4,4,4,4,5,4,4,3,2,4,2,1,4,0,0,Satisfied
55585,124791,Male,Loyal Customer,39,Business Travel,Business,280,,4,4,4,2,5,4,4,4,4,4,3,4,4,87,90,Satisfied
88654,63493,Female,Loyal Customer,29,Personal Travel,Eco,651,1,2,2,4,2,2,2,2,4,3,4,3,3,2,10,0,Neutral or Dissatisfied
2971,70180,Male,Loyal Customer,53,Business Travel,Business,2339,5,5,5,5,5,5,5,4,4,4,4,5,4,4,9,13,Satisfied
42474,70451,Male,Loyal Customer,59,Business Travel,Business,2962,0,4,0,4,2,4,5,1,1,1,1,5,1,4,54,46,Satisfied
81759,77061,Female,Loyal Customer,53,Business Travel,Business,991,5,5,5,5,3,4,5,5,5,5,5,5,5,5,13,0,Satisfied
59996,58710,Male,Loyal Customer,26,Business Travel,Business,2161,5,4,4,4,5,4,5,5,3,2,4,2,3,5,0,0,Neutral or Dissatisfied
52602,59444,Female,Loyal Customer,51,Business Travel,Business,811,5,5,2,5,2,5,4,4,4,4,4,3,4,3,0,0,Satisfied
99780,26719,Male,Disloyal Customer,38,Personal Travel,Eco,404,2,4,2,3,2,2,2,2,4,3,5,5,5,2,50,49,Neutral or Dissatisfied
59523,1711,Female,Loyal Customer,57,Business Travel,Business,2445,1,1,1,1,4,5,5,3,3,3,3,5,3,4,0,0,Satisfied
22943,61874,Male,Loyal Customer,53,Business Travel,Business,2521,1,1,4,1,2,3,4,4,4,4,4,5,4,4,0,9,Satisfied
94743,82830,Female,Loyal Customer,48,Business Travel,Business,3313,2,2,2,2,5,4,5,5,5,5,5,3,5,4,0,14,Satisfied
80632,3541,Male,Loyal Customer,52,Business Travel,Business,3282,0,0,0,3,5,4,4,2,2,2,2,5,2,4,0,9,Satisfied
15639,65101,Male,Loyal Customer,20,Personal Travel,Eco,354,5,3,5,3,2,5,2,2,4,5,4,4,3,2,0,1,Satisfied
71453,14696,Male,Loyal Customer,67,Business Travel,Business,317,1,1,1,1,2,5,5,5,5,5,5,5,5,5,0,0,Satisfied
49786,90293,Female,Disloyal Customer,15,Business Travel,Eco,757,1,1,1,4,2,1,4,2,1,2,3,4,3,2,54,39,Neutral or Dissatisfied
9746,128326,Male,Loyal Customer,42,Business Travel,Business,2829,1,5,1,1,2,2,2,5,5,4,4,2,3,2,198,170,Satisfied
35736,113358,Male,Loyal Customer,41,Business Travel,Business,1759,3,3,2,3,2,4,4,5,5,5,5,5,5,5,0,0,Satisfied
17308,3976,Female,Loyal Customer,51,Business Travel,Business,340,4,4,4,4,4,4,4,5,5,5,5,3,5,3,0,0,Satisfied
24911,45027,Male,Loyal Customer,44,Business Travel,Eco,867,4,4,4,4,4,4,4,4,4,2,3,4,1,4,2,21,Satisfied
15265,2363,Male,Loyal Customer,42,Business Travel,Business,3043,3,3,3,3,5,4,5,4,4,5,4,5,4,5,2,0,Satisfied
71279,82402,Female,Loyal Customer,20,Personal Travel,Eco,501,4,4,4,3,5,4,5,5,3,4,4,4,5,5,0,0,Satisfied
24991,5123,Female,Loyal Customer,35,Business Travel,Business,122,4,4,4,4,2,5,5,4,4,4,5,3,4,4,84,83,Satisfied
57401,86477,Male,Loyal Customer,61,Business Travel,Business,362,1,1,1,1,2,5,4,4,4,4,4,4,4,1,39,77,Satisfied
24742,127753,Male,Loyal Customer,61,Personal Travel,Eco,255,1,5,1,1,5,1,5,5,2,2,1,3,2,5,0,0,Neutral or Dissatisfied
100899,38059,Male,Loyal Customer,38,Business Travel,Business,1997,4,4,4,4,2,2,5,4,4,4,4,2,4,5,12,0,Satisfied
25818,55091,Female,Loyal Customer,51,Business Travel,Business,135,1,1,1,1,2,4,2,4,4,4,5,1,4,1,0,0,Satisfied
23717,53356,Male,Loyal Customer,27,Business Travel,Business,1452,1,1,5,1,2,2,2,2,2,4,2,2,4,2,99,89,Satisfied
47789,19679,Male,Disloyal Customer,38,Business Travel,Eco,475,0,5,0,4,1,0,1,1,4,3,2,5,1,1,0,0,Satisfied
7910,75973,Male,Loyal Customer,69,Business Travel,Business,297,,1,1,1,4,1,3,4,4,4,4,4,4,5,0,0,Satisfied
70746,71109,Female,Loyal Customer,41,Business Travel,Business,2072,3,3,2,3,2,4,4,4,4,4,4,4,4,4,26,32,Satisfied
18574,121255,Male,Loyal Customer,50,Business Travel,Eco,575,5,3,3,3,5,5,5,5,1,3,5,4,3,5,8,52,Satisfied
55132,116220,Female,Loyal Customer,70,Personal Travel,Eco,390,2,2,2,3,5,4,4,5,5,2,3,2,5,2,5,3,Neutral or Dissatisfied
47936,127413,Male,Loyal Customer,51,Personal Travel,Eco,1009,,3,4,1,4,4,4,4,5,2,5,4,4,4,0,0,Satisfied
24795,112624,Female,Loyal Customer,38,Personal Travel,Eco,602,4,5,4,1,5,4,1,5,5,2,5,3,5,5,0,0,Satisfied
93118,49261,Male,Loyal Customer,56,Business Travel,Eco,363,4,4,2,2,4,4,4,4,4,5,5,2,4,4,3,0,Satisfied
24622,44229,Female,Loyal Customer,19,Business Travel,Business,359,4,4,5,4,4,4,4,4,2,1,1,2,3,4,0,11,Satisfied
70800,87079,Male,Loyal Customer,41,Business Travel,Business,2124,1,1,1,1,3,4,4,5,5,5,5,4,5,4,5,4,Satisfied
69589,112735,Male,Loyal Customer,60,Business Travel,Business,723,5,5,5,5,5,5,4,5,5,5,5,3,5,3,1,0,Satisfied
72305,105624,Female,Loyal Customer,27,Business Travel,Business,787,4,4,4,4,5,5,5,5,4,3,4,4,5,5,1,0,Satisfied
21321,913,Female,Loyal Customer,41,Business Travel,Business,2743,3,3,3,3,3,5,4,5,5,5,5,3,5,5,0,0,Satisfied
14614,35657,Female,Disloyal Customer,29,Business Travel,Eco,778,1,1,1,3,1,1,1,5,2,3,5,1,1,1,103,120,Neutral or Dissatisfied
43971,62272,Male,Loyal Customer,50,Business Travel,Business,414,2,2,2,2,5,4,4,4,4,4,4,4,4,4,0,6,Satisfied
34814,35674,Female,Loyal Customer,44,Business Travel,Eco,2446,4,5,5,5,4,4,4,3,5,4,1,4,1,4,0,0,Satisfied
1667,77054,Female,Disloyal Customer,25,Business Travel,Business,920,0,0,1,1,1,1,1,1,4,3,4,5,5,1,0,0,Satisfied
28711,114034,Male,Loyal Customer,63,Personal Travel,Business,511,,5,0,4,3,5,5,5,5,0,5,4,5,5,4,3,Satisfied
98326,32258,Female,Loyal Customer,57,Business Travel,Eco,163,4,4,4,4,5,5,1,4,4,4,4,3,4,2,32,37,Satisfied
96927,22653,Female,Loyal Customer,44,Business Travel,Eco Plus,250,3,4,3,4,3,1,2,3,3,3,3,3,3,4,16,4,Satisfied
83079,1612,Male,Loyal Customer,39,Business Travel,Business,968,2,2,5,2,5,4,5,4,4,4,4,3,4,4,0,5,Satisfied
101767,43240,Female,Loyal Customer,35,Business Travel,Business,1909,4,4,4,4,4,4,4,3,3,3,3,4,3,4,0,0,Satisfied
24317,46823,Male,Loyal Customer,27,Business Travel,Business,2425,3,3,3,3,4,4,4,4,4,5,2,1,3,4,0,0,Satisfied
64182,74607,Male,Disloyal Customer,49,Business Travel,Eco,1205,1,1,1,3,5,1,5,5,4,1,2,1,3,5,58,49,Neutral or Dissatisfied
861,45223,Female,Loyal Customer,24,Business Travel,Business,1013,3,3,3,3,3,3,3,3,1,1,2,2,2,3,25,13,Satisfied
886,29077,Female,Loyal Customer,37,Personal Travel,Eco,679,2,4,2,3,3,2,3,3,4,3,5,4,4,3,10,20,Neutral or Dissatisfied
83035,28083,Male,Loyal Customer,23,Business Travel,Eco,2172,5,2,2,2,5,5,4,5,2,3,5,1,1,5,0,0,Satisfied
81420,68022,Female,Loyal Customer,63,Personal Travel,Eco,304,,5,4,3,4,4,4,2,2,4,2,4,2,5,36,41,Neutral or Dissatisfied
21461,77315,Male,Loyal Customer,43,Business Travel,Business,3399,2,2,5,2,4,4,5,3,3,3,3,5,3,3,0,0,Satisfied
59258,101280,Male,Loyal Customer,35,Business Travel,Business,3514,2,2,2,2,5,5,5,3,3,4,3,5,3,3,0,0,Satisfied
45145,123879,Male,Loyal Customer,64,Business Travel,Eco,144,5,3,3,3,5,5,5,5,2,2,2,3,2,5,0,1,Satisfied
52203,52680,Female,Loyal Customer,54,Personal Travel,Eco,119,0,4,0,3,1,3,2,1,1,0,3,1,1,3,0,0,Satisfied
64565,76341,Female,Loyal Customer,58,Business Travel,Business,954,5,5,5,5,2,5,5,4,4,4,4,4,4,5,14,8,Satisfied
97795,59948,Male,Disloyal Customer,,Business Travel,Business,937,4,0,4,2,4,4,4,4,3,2,4,3,4,4,0,0,Satisfied
8751,126475,Female,Loyal Customer,59,Business Travel,Business,1788,3,3,1,3,5,5,4,5,5,5,5,3,5,3,0,0,Satisfied
51378,72504,Female,Loyal Customer,36,Business Travel,Business,1017,1,1,3,1,5,5,5,4,4,4,4,4,4,4,0,0,Satisfied
91728,57932,Male,Loyal Customer,25,Business Travel,Business,1167,4,4,4,4,4,4,4,4,5,2,4,5,4,4,0,0,Satisfied
34733,26293,Female,Loyal Customer,22,Business Travel,Business,2041,3,3,3,3,2,2,2,2,3,2,1,1,3,2,13,5,Satisfied
12568,88358,Female,Disloyal Customer,23,Business Travel,Eco,545,4,5,3,3,2,3,2,2,5,3,5,5,4,2,0,0,Satisfied
10991,31840,Male,Loyal Customer,43,Business Travel,Business,2640,1,1,1,1,3,4,,4,4,5,4,4,4,4,0,0,Satisfied
3369,89782,Male,Loyal Customer,43,Personal Travel,Eco,950,4,1,4,3,3,4,4,3,4,5,3,3,4,3,49,32,Neutral or Dissatisfied
101000,72906,Female,Loyal Customer,47,Business Travel,Business,944,2,2,2,2,2,4,4,3,3,3,3,3,3,4,0,0,Satisfied
36552,90100,Female,Loyal Customer,44,Business Travel,Business,3536,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,0,Satisfied
5170,54581,Male,Disloyal Customer,42,Business Travel,Business,3904,3,3,3,3,3,5,5,5,2,4,3,5,2,5,43,26,Satisfied
83430,109411,Male,Loyal Customer,39,Business Travel,Business,834,,4,4,4,2,4,5,5,5,5,5,4,5,4,15,1,Satisfied
53458,84,Female,Loyal Customer,,Personal Travel,Eco,173,5,3,5,5,3,5,3,3,3,4,3,1,3,3,0,0,Satisfied
97072,102578,Male,Loyal Customer,40,Business Travel,Business,1982,2,2,2,2,3,5,4,4,4,5,5,5,4,5,95,87,Satisfied
4326,115345,Male,Loyal Customer,56,Business Travel,Business,325,0,0,0,1,5,4,4,2,2,2,2,3,2,5,1,0,Satisfied
6796,105842,Female,Loyal Customer,53,Business Travel,Business,2168,5,5,5,5,5,4,4,4,4,4,4,5,4,3,46,17,Satisfied
43211,108788,Female,Loyal Customer,49,Business Travel,Business,1731,1,1,1,1,5,5,5,5,5,5,5,5,5,4,21,18,Satisfied
69341,127898,Male,Loyal Customer,40,Business Travel,Business,1671,3,3,3,3,2,5,5,4,4,4,4,3,4,5,0,0,Satisfied
92110,33742,Male,Loyal Customer,46,Business Travel,Eco,2277,4,2,2,2,4,5,5,3,4,4,4,5,1,5,144,158,Satisfied
53358,64056,Male,Disloyal Customer,19,Business Travel,Eco,921,0,0,0,2,5,0,4,5,3,2,5,5,5,5,0,0,Satisfied
69817,49119,Male,Loyal Customer,54,Business Travel,Business,110,4,4,4,4,4,4,1,4,4,4,4,4,4,5,0,0,Satisfied
91061,117420,Male,Loyal Customer,33,Business Travel,Business,1460,3,5,3,3,4,4,4,4,4,4,5,3,5,4,36,37,Satisfied
98158,89488,Female,Loyal Customer,35,Business Travel,Business,1931,1,1,1,1,4,2,,4,4,5,4,4,4,1,0,0,Satisfied
17169,107505,Male,Loyal Customer,30,Personal Travel,Eco,711,5,4,5,3,3,5,3,3,4,2,1,4,5,3,0,0,Satisfied
73097,73162,Female,Loyal Customer,42,Business Travel,Business,3543,1,1,1,1,4,5,4,4,4,4,4,5,4,3,0,5,Satisfied
22191,53312,Male,Loyal Customer,60,Personal Travel,Eco,921,4,5,4,2,1,4,1,1,5,5,4,5,4,1,0,0,Satisfied
98321,85940,Male,Loyal Customer,54,Business Travel,Business,2553,2,2,1,2,4,5,4,4,4,4,4,4,4,3,0,0,Satisfied
76154,37215,Male,Loyal Customer,48,Business Travel,Business,1895,1,1,4,1,2,5,5,4,4,4,4,3,4,3,17,6,Satisfied
49842,100544,Female,Loyal Customer,29,Business Travel,Business,2117,3,3,3,3,4,4,4,4,3,3,4,5,4,4,26,25,Satisfied
90161,89857,Male,Loyal Customer,32,Business Travel,Business,1310,5,5,5,5,4,4,4,4,5,2,5,3,4,4,0,28,Satisfied
81172,35926,Female,Loyal Customer,25,Business Travel,Business,2381,2,2,2,2,4,4,4,4,4,3,4,2,5,4,0,0,Satisfied
91048,49587,Male,Loyal Customer,45,Business Travel,Eco,363,4,5,5,5,4,4,4,4,5,5,2,1,4,4,0,9,Satisfied
87765,63834,Male,Loyal Customer,50,Business Travel,Business,2146,2,2,1,2,4,4,5,5,5,5,5,4,5,4,0,19,Satisfied
77344,36968,Female,Loyal Customer,26,Business Travel,Business,899,,2,2,2,5,5,5,5,2,2,2,1,4,5,25,24,Satisfied
96694,79824,Male,Loyal Customer,40,Business Travel,Business,950,1,1,1,1,4,5,5,5,5,5,5,5,5,5,0,4,Satisfied
5102,108404,Female,Loyal Customer,54,Business Travel,Business,1855,2,2,2,2,3,5,5,2,2,3,2,5,2,4,5,0,Satisfied
89716,113940,Female,Loyal Customer,33,Business Travel,Business,1728,3,3,3,3,2,4,4,4,4,4,4,5,4,3,4,0,Satisfied
85049,5243,Male,Loyal Customer,52,Business Travel,Business,3975,,4,4,4,5,5,4,5,5,5,5,3,5,5,0,0,Satisfied
51959,54989,Female,Loyal Customer,43,Business Travel,Business,1609,5,5,5,5,2,4,,5,5,5,5,3,5,4,11,0,Satisfied
38813,9132,Female,Loyal Customer,40,Business Travel,Business,826,3,3,2,3,4,5,4,4,4,4,4,5,4,5,0,0,Satisfied
7555,117415,Female,Loyal Customer,45,Business Travel,Business,1460,5,3,5,5,3,5,5,5,5,5,5,5,5,3,4,0,Satisfied
65946,72644,Male,Loyal Customer,46,Personal Travel,Eco,918,2,4,2,5,1,2,1,1,4,3,5,4,5,1,0,0,Neutral or Dissatisfied
44252,58267,Male,Loyal Customer,45,Business Travel,Business,678,5,5,5,5,3,4,5,3,3,4,3,5,3,3,6,0,Satisfied
41894,112124,Female,Loyal Customer,45,Business Travel,Business,3638,3,2,3,3,3,5,4,4,4,4,4,5,4,3,57,48,Satisfied
5970,16170,Female,Loyal Customer,51,Business Travel,Business,277,3,3,3,3,4,4,1,4,4,4,4,2,4,3,0,0,Satisfied
80931,122503,Male,Loyal Customer,47,Business Travel,Business,930,1,1,2,1,3,5,5,5,5,5,5,4,5,5,0,5,Satisfied
35511,64574,Female,Loyal Customer,46,Business Travel,Business,2713,5,5,5,5,5,5,5,4,4,4,4,5,4,4,0,0,Satisfied
46573,6776,Male,Disloyal Customer,38,Business Travel,Business,235,4,4,4,5,3,4,4,3,3,4,4,5,5,3,48,40,Satisfied
75583,38030,Male,Loyal Customer,43,Business Travel,Business,1121,4,4,4,4,5,1,2,4,4,4,4,2,4,5,0,0,Satisfied
94678,20007,Male,Loyal Customer,30,Personal Travel,Eco,599,3,1,3,4,3,3,3,3,4,2,4,3,3,3,36,44,Neutral or Dissatisfied
20199,86900,Male,Loyal Customer,44,Business Travel,Business,3489,1,1,1,1,5,5,4,4,4,4,4,4,4,5,0,6,Satisfied
13634,12276,Female,Disloyal Customer,44,Business Travel,Eco,190,4,5,4,2,2,4,2,2,5,2,2,5,5,2,56,58,Satisfied
72624,3948,Male,Loyal Customer,57,Business Travel,Business,765,3,3,3,3,5,4,4,4,4,4,4,3,4,5,0,0,Satisfied
32385,100518,Male,Loyal Customer,24,Personal Travel,Eco,580,4,3,4,4,2,4,2,2,4,3,3,5,2,2,11,7,Satisfied
80336,59863,Male,Loyal Customer,30,Business Travel,Business,1065,1,1,5,1,5,5,5,5,5,3,4,4,5,5,6,0,Satisfied
100917,103537,Male,Disloyal Customer,30,Business Travel,Business,738,5,5,5,3,5,5,5,5,4,5,4,5,5,5,0,0,Satisfied
63532,107141,Female,Disloyal Customer,23,Business Travel,Business,668,0,0,0,3,1,0,1,1,3,4,4,5,5,1,38,47,Satisfied
82524,9811,Male,Loyal Customer,41,Business Travel,Business,1555,3,2,3,3,4,5,5,5,5,5,5,5,5,5,0,11,Satisfied
62725,69220,Male,Loyal Customer,20,Business Travel,Business,733,3,3,3,3,5,5,5,5,3,3,4,3,4,5,0,0,Satisfied
78226,55471,Male,Loyal Customer,66,Business Travel,Eco,325,3,4,5,4,3,3,3,3,3,1,1,4,4,3,0,0,Satisfied
71248,85928,Female,Loyal Customer,29,Business Travel,Business,2970,2,2,2,2,4,4,4,4,5,2,5,4,5,4,0,0,Satisfied
13281,120497,Female,Loyal Customer,,Business Travel,Business,3471,2,2,2,2,5,5,5,4,4,4,4,3,4,5,22,15,Satisfied
18968,93345,Female,Loyal Customer,35,Business Travel,Business,836,3,3,3,3,2,5,5,5,5,5,5,5,5,4,0,0,Satisfied
89567,61068,Female,Loyal Customer,53,Business Travel,Business,1703,3,3,3,3,5,5,4,5,5,5,5,4,5,4,0,0,Satisfied
99308,124504,Male,Loyal Customer,42,Business Travel,Eco,530,5,4,4,4,5,5,,5,3,3,2,4,3,5,0,0,Satisfied
4052,129668,Female,Loyal Customer,28,Business Travel,Eco,447,4,1,1,1,4,4,4,4,2,1,3,1,4,4,0,0,Neutral or Dissatisfied
47012,110518,Female,Loyal Customer,46,Business Travel,Business,2670,3,3,3,3,2,5,5,3,3,4,3,4,3,5,8,0,Satisfied
16556,33411,Female,Loyal Customer,37,Business Travel,Business,2556,1,1,2,1,3,3,1,4,4,4,4,2,4,3,32,23,Satisfied
28321,71218,Male,Loyal Customer,48,Business Travel,Business,2734,5,5,5,5,2,4,5,5,5,5,5,5,5,3,8,43,Satisfied
8559,66234,Female,Loyal Customer,42,Business Travel,Eco,460,5,4,4,4,1,3,3,5,5,5,5,5,5,4,1,1,Satisfied
29054,82648,Male,Loyal Customer,46,Business Travel,Business,120,5,5,5,5,4,5,5,4,4,4,4,5,4,5,9,1,Satisfied
7712,42202,Male,Loyal Customer,33,Business Travel,Business,3692,2,1,2,2,5,5,5,5,1,3,4,1,2,5,0,0,Satisfied
92410,66334,Male,Loyal Customer,54,Business Travel,Business,986,1,2,1,1,4,4,4,3,3,3,3,5,3,5,22,31,Satisfied
5839,36475,Male,Loyal Customer,32,Business Travel,Business,1237,3,3,3,3,4,4,4,4,5,3,5,5,4,4,0,10,Satisfied
89357,79757,Male,Disloyal Customer,25,Business Travel,Business,1089,0,0,0,4,1,0,5,1,3,3,4,3,4,1,5,0,Satisfied
6019,31465,Male,Loyal Customer,32,Business Travel,Business,2407,4,4,4,4,5,5,5,5,3,2,5,2,2,5,0,0,Satisfied
86127,42002,Female,Disloyal Customer,56,Business Travel,Eco,106,4,3,4,2,5,4,5,5,5,1,4,4,2,5,0,0,Neutral or Dissatisfied
48514,70749,Male,Loyal Customer,47,Business Travel,Business,675,5,5,5,5,5,4,4,3,3,3,3,4,3,3,0,0,Satisfied
82354,43605,Female,Loyal Customer,57,Business Travel,Business,2470,0,0,0,2,4,3,3,4,4,4,4,4,4,2,0,0,Satisfied
57590,57851,Male,Loyal Customer,51,Business Travel,Business,2329,3,3,3,3,4,4,5,4,4,5,4,4,4,5,0,0,Satisfied
72538,90341,Male,Loyal Customer,53,Business Travel,Business,2437,5,5,5,5,3,4,4,3,3,3,3,4,3,5,0,0,Satisfied
